name,apparition,affiliations,occupations,origin,status,height,weight,bloodtype,fruit.name,devilfruit.type,residence,bounty,key,has_D,haki.observation,haki.armament,haki.conqueror
Charlotte Bassquarte,860.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,charlottebassquarte,0.0,0.0,0.0,0.0
Charlotte Bavarois,888.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,charlottebavarois,0.0,0.0,0.0,0.0
Charlotte Brownie,845.0,charlottefamily;bigmompirates,officer,,Alive,,,,,,,,charlottebrownie,0.0,0.0,0.0,0.0
Charlotte Broye,864.0,charlottefamily;bigmompirates,pirateofficer;ministerofmeringue,grandline,Alive,,,,,,milengeisland,,charlottebroye,0.0,0.0,0.0,0.0
Charlotte Brulee,831.0,charlottefamily;bigmompirates,pirateofficer,grandline,Alive,350.0,,S,Mirror-Mirror Fruit,Paramecia,wholecakeisland;mirro-world,,charlottebrulee,0.0,0.0,0.0,0.0
Charlotte Cabaletta,845.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,charlottecabaletta,0.0,0.0,0.0,0.0
Charlotte Cadenza,845.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,charlottecadenza,0.0,0.0,1.0,0.0
Charlotte Chiboust,894.0,charlottefamily;bigmompirates,pirateofficer;ministerofmix,,Alive,,,,,,sanshokuisland,,charlottechiboust,0.0,0.0,0.0,0.0
Charlotte Chiffon,825.0,firetankpirates;charlottefamily,cook;ministerofpuff,grandline,Alive,215.0,,F,,,funwariisland,,charlottechiffon,0.0,0.0,0.0,0.0
Charlotte Cinnamon,860.0,charlottefamily;bigmompirates,pirateofficer,grandline,Alive,,,,,,,,charlottecinnamon,0.0,0.0,0.0,0.0
Charlotte Citron,861.0,charlottefamily;bigmompirates,pirateofficer;ministerofeggs,grandline,Alive,,,,,,kimiisland,,charlottecitron,0.0,0.0,0.0,0.0
Charlotte Compo,864.0,charlottefamily;bigmompirates,pirateofficer;ministerofpie,,Alive,,,,,,piepieisland,,charlottecompo,0.0,0.0,0.0,0.0
Charlotte Compote,860.0,charlottefamily;bigmompirates,pirateofficer;ministeroffruits,,Alive,,,,,,fruitsisland,,charlottecompote,0.0,0.0,0.0,0.0
Charlotte Cornstarch,865.0,charlottefamily;bigmompirates,pirateofficer;ministeroflove,,Alive,,,,,,lovingisland,,charlottecornstarch,0.0,0.0,0.0,0.0
Charlotte Counter,845.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,charlottecounter,0.0,0.0,1.0,0.0
Charlotte Cracker,835.0,charlottefamily;bigmompirates,sweetcommander;ministerofbiscuit,grandline,Alive,307.0,,X,Bis-Bis Fruit,Paramecia,biscuitsisland,860000000.0,charlottecracker,0.0,1.0,1.0,0.0
Charlotte Custard,862.0,charlottefamily;bigmompirates,pirateofficer,grandline,Alive,,,,,,tottoland,,charlottecustard,0.0,0.0,0.0,0.0
Charlotte Dacquoise,854.0,charlottefamily;bigmompirates,pirateofficer;ministerofjam,,Alive,,,,,,jamisland,,charlottedacquoise,0.0,0.0,0.0,0.0
Charlotte Daifuku,861.0,charlottefamily;bigmompirates,pirateofficer;ministerofbeans,grandline,Alive,489.0,,X,Puff-Puff Fruit,Paramecia,poriporiisland,300000000.0,charlottedaifuku,0.0,1.0,1.0,0.0
Charlotte De-Chat,845.0,charlottefamily,,,Alive,,,,,,,,charlottede-chat,0.0,0.0,0.0,0.0
Charlotte Dolce and Dragée,845.0,charlottefamily;bigmompirates,,,Alive,,,,,,,,charlottedolceanddragée,0.0,0.0,0.0,0.0
Charlotte Dolce and Dragée,845.0,charlottefamily;bigmompirates,,,Alive,,,,,,,,charlottedolceanddragée,0.0,0.0,0.0,0.0
Charlotte Dosmarche,861.0,charlottefamily;bigmompirates,pirateofficer;ministeroftea,,Alive,,,,,,blackisland,,charlottedosmarche,0.0,0.0,0.0,0.0
Charlotte Effiler,864.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,charlotteeffiler,0.0,0.0,0.0,0.0
Charlotte Flampe,891.0,charlottefamily;bigmompirates,pirateofficer;ministerofhoney;specialattackunitcaptain;katakurifanclubpresident,grandline,Alive,170.0,,S,,,rokumitsuisland,,charlotteflampe,0.0,0.0,0.0,0.0
Charlotte Fuyumeg,894.0,charlottefamily;bigmompirates,pirate;officer,,Alive,,,,,,,,charlottefuyumeg,0.0,0.0,0.0,0.0
Charlotte Gala,,charlottefamily,,,Alive,,,,,,,,charlottegala,0.0,0.0,0.0,0.0
Charlotte Galette,829.0,charlottefamily;bigmompirates,pirateofficer;ministerofbutter,,Alive,,,,Butter-Butter Fruit,Paramecia,margarineisland,,charlottegalette,0.0,0.0,0.0,0.0
Charlotte Hachee,871.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,charlottehachee,0.0,0.0,0.0,0.0
Charlotte Harumeg,894.0,charlottefamily;bigmompirates,pirate;officer,,Alive,,,,,,,,charlotteharumeg,0.0,0.0,0.0,0.0
Charlotte High-Fat,862.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,charlottehigh-fat,0.0,0.0,0.0,0.0
Charlotte Joconde,894.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,charlottejoconde,0.0,0.0,0.0,0.0
Charlotte Joscarpone,845.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,charlottejoscarpone,0.0,0.0,0.0,0.0
Charlotte Kanten,862.0,charlottefamily;bigmompirates,pirateofficer;ministerofagar,,Alive,,,,,,jellyisland,,charlottekanten,0.0,0.0,0.0,0.0
Charlotte Katakuri,860.0,charlottefamily;bigmompirates,sweetcommander;ministerofflour,grandline,Alive,509.0,,XF,Mochi-Mochi Fruit,Special Paramecia,komugiisland,1057000000.0,charlottekatakuri,0.0,1.0,1.0,1.0
Charlotte Laurin,864.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,charlottelaurin,0.0,0.0,0.0,0.0
Charlotte Linlin,651.0,bigmompirates;rockspirates;fouremperors;charlottefamily,piratecaptain;emperor;queenoftottoland,grandline,Unknown,880.0,,X,Soul-Soul Fruit,Paramecia,wholecakeisland;elbaph,50000000.0,charlottelinlin,0.0,1.0,1.0,1.0
Charlotte Lola,476.0,rollingpirates;charlottefamily;thrillerbarkvictim'sassociation,piratecaptain;ministerofchocolate,grandline,Alive,215.0,,F,,,cacaoisland,24000000.0,charlottelola,0.0,0.0,0.0,0.0
Charlotte Maple,897.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,charlottemaple,0.0,0.0,0.0,0.0
Charlotte Marble,894.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,charlottemarble,0.0,0.0,0.0,0.0
Charlotte Marnier,861.0,charlottefamily;bigmompirates,pirateofficer;ministerofyeast,,Alive,,,,,,kiboisland,,charlottemarnier,0.0,0.0,0.0,0.0
Charlotte Mascarpone,845.0,charlottefamily;bigmompirates,pirateofficer;ministeroftableware,,Alive,,,,,,cutleryisland,,charlottemascarpone,0.0,0.0,0.0,0.0
Charlotte Mash,865.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,charlottemash,0.0,0.0,0.0,0.0
Charlotte Melise,854.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,charlottemelise,0.0,0.0,0.0,0.0
Charlotte Mobile,862.0,charlottefamily;bigmompirates,pirateofficer;ministeroftasting,,Alive,,,,,,futoruisland,,charlottemobile,0.0,0.0,0.0,0.0
Charlotte Monder,854.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,charlottemonder,0.0,0.0,0.0,0.0
Charlotte Montb,897.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,charlottemontb,0.0,0.0,0.0,0.0
Charlotte Montd'Or Charlotte Mont-d'Or,829.0,charlottefamily;bigmompirates,pirateofficer;ministerofcheese,grandline,Alive,260.0,,X,Book-Book Fruit,Paramecia,cheeseisland,120000000.0,charlottemontd'orcharlottemont-d'or,0.0,0.0,0.0,0.0
Charlotte Moscato,829.0,charlottefamily;bigmompirates,pirateofficer;ministerofgelato,,Alive,,,,,,iceisland,,charlottemoscato,0.0,0.0,0.0,0.0
Charlotte Mozart,862.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,charlottemozart,0.0,0.0,0.0,0.0
Charlotte Myukuru,845.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,charlottemyukuru,0.0,0.0,0.0,0.0
Charlotte Newshi,854.0,charlottefamily;bigmompirates,pirate;officer,,Alive,,,,Pile-Pile Fruit[7],Paramecia,,,charlottenewshi,0.0,0.0,0.0,0.0
Charlotte Noisette,862.0,charlottefamily;bigmompirates,pirateofficer;ministeroffinance,,Alive,,,,,,kinkoisland,,charlottenoisette,0.0,0.0,0.0,0.0
Charlotte Normande,845.0,charlottefamily,,,Alive,,,,,,,,charlottenormande,0.0,0.0,0.0,0.0
Charlotte Nougat,894.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,charlottenougat,0.0,0.0,0.0,0.0
Charlotte Nusstorte,854.0,charlottefamily;bigmompirates,pirateofficer;ministeroftransport,,Alive,,,,,,packageisland,,charlottenusstorte,0.0,0.0,0.0,0.0
Charlotte Nutmeg,894.0,charlottefamily;bigmompirates,pirate;officer,,Alive,,,,,,,,charlottenutmeg,0.0,0.0,0.0,0.0
Charlotte Opera,829.0,charlottefamily;bigmompirates,pirateofficer;ministerofwhippedcream,,Unknown,,,,Cream-Cream Fruit,Paramecia,nokoisland,,charlotteopera,0.0,0.0,0.0,0.0
Charlotte Oven,861.0,charlottefamily;bigmompirates,pirateofficer;ministerofbrownedfood,grandline,Alive,492.0,,F,Heat-Heat Fruit,Paramecia,yakigashiisland,300000000.0,charlotteoven,0.0,1.0,1.0,0.0
Charlotte Panna,897.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,charlottepanna,0.0,0.0,0.0,0.0
Charlotte Perospero,834.0,charlottefamily;bigmompirates,pirateofficer;ministerofcandy,grandline,Alive,333.0,,X,Lick-Lick Fruit,Paramecia,candyisland,700000000.0,charlotteperospero,0.0,1.0,1.0,0.0
Charlotte Poire,860.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,charlottepoire,0.0,0.0,0.0,0.0
Charlotte Praline,830.0,sunpirates;charlottefamily,ministerofdesign;pirate,grandline,Alive,800.0,,S (RH-),,,uniqueisland,,charlottepraline,0.0,0.0,0.0,0.0
Charlotte Prim,896.0,charlottefamily;bigmompirates,pirateofficer,grandline,Alive,,,,,,,,charlotteprim,0.0,0.0,0.0,0.0
Charlotte Pudding,651.0,charlottefamily;bigmompirates,pirateofficer;chocolatier;cafeowner,grandline,Alive,166.0,,XF,Memo-Memo Fruit,Paramecia,cacaoisland,,charlottepudding,0.0,0.0,0.0,0.0
Charlotte Raisin,845.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,charlotteraisin,0.0,0.0,1.0,0.0
Charlotte Saintmarc,862.0,charlottefamily;bigmompirates,pirateofficer;ministerofessence,,Alive,,,,,,flavorisland,,charlottesaintmarc,0.0,0.0,0.0,0.0
Charlotte Smoothie,846.0,charlottefamily;bigmompirates,sweetcommander;ministerofjuice,grandline,Alive,464.0,,F,Wring-Wring Fruit,Paramecia,100%island,932000000.0,charlottesmoothie,0.0,1.0,1.0,0.0
Charlotte Snack,894.0,charlottefamily;bigmompirates,pirateofficer;ministeroffries;sweetcommander,,Alive,,,,,,potatoisland,600000000.0,charlottesnack,0.0,0.0,0.0,0.0
Charlotte Tablet,862.0,charlottefamily;bigmompirates,pirateofficer;ministeroftoppings,,Alive,,,,,,toppingisland,,charlottetablet,0.0,0.0,0.0,0.0
Charlotte Uiro,845.0,charlottefamily,,,Alive,,,,,,,,charlotteuiro,0.0,0.0,0.0,0.0
Charlotte Wafers,845.0,charlottefamily,,,Alive,,,,,,,,charlottewafers,0.0,0.0,0.0,0.0
Charlotte Yuen,894.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,charlotteyuen,0.0,0.0,0.0,0.0
Charlotte Zuccotto,862.0,charlottefamily;bigmompirates,pirateofficer;ministerofalcohol,,Alive,,,,,,liqueurisland,,charlottezuccotto,0.0,0.0,0.0,0.0
Chess,131.0,blikingpirates;drumkingdom,headofstaff;pirate,grandline,Alive,194.0,,S,,,,,chess,0.0,0.0,0.0,0.0
Chesskipper,398.0,,pirate;captain,,Unknown,,,,,,,,chesskipper,0.0,0.0,0.0,0.0
Chessmarimo,147.0,blikingpirates;drumkingdom,servantofwapol;pirate,,Alive,,,,,,,,chessmarimo,0.0,0.0,0.0,0.0
Chichilisia,879.0,,leaderofthenihonavy,,Alive,,,,,,,,chichilisia,0.0,0.0,0.0,0.0
Chimney,322.0,kokoro,sundaystationmasteroftheshiftstation,grandline,Alive,115.0,,S,,,water7,,chimney,0.0,0.0,0.0,0.0
Chin,625.0,poseidon,,,Alive,,,,,,,,chin,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,1.0,1.0,1.0
Choco-Police,827.0,cacaoisland,policeofficer,,Unknown,,,,,,chocolattown;cacaoisland;tottoland,,choco-police,0.0,0.0,0.0,0.0
Chocolat,598.0,fakestrawhatcrew,pirate,eastblue,Unknown,181.0,,X,,,,,chocolat,0.0,0.0,0.0,0.0
Choi,555.0,allyofthewhitebeardpirates,piratecaptain,,Alive,,,,,,,,choi,0.0,0.0,0.0,0.0
Chome,931.0,beastspirates;orochioniwabanshu;kurozumifamily,ninja;pirate,wanocountry,Alive,150.0,,F,,,flowercapital;wanocountry,,chome,0.0,0.0,0.0,0.0
Choo,69.0,arlongpirates;sunpirates,pirateofficer;sniper,grandline,Alive,257.0,,X,,,fish-mandistrict;arlongpark,5500000.0,choo,0.0,0.0,0.0,0.0
Chouchou,12.0,hocker,pet;petshopkeeper,eastblue,Alive,40.0,,,,,orangetown,,chouchou,0.0,0.0,0.0,0.0
Chuchun,306.0,foxypirates,pirate;mount;pet,,Alive,,,,,,,,chuchun,0.0,0.0,0.0,0.0
Chuji,1034.0,,pet,,Alive,,,,,,,,chuji,0.0,0.0,0.0,0.0
Clapp,1095.0,,slave;churchmanager,southblue,Deceased,,,,,,sorbetkingdom;marygeoise,,clapp,0.0,0.0,0.0,0.0
Clione,810.0,heartpirates;ninja-pirate-mink-samuraialliance,pirate,,Unknown,,,,,,,,clione,0.0,0.0,0.0,0.0
Clou D. Clover,391.0,oharaarchaeologists;clanofd.,professorandarchaeologistofthetreeofknowledge;explorer,westblue,Deceased,172.0,,X,,,,,cloud.clover,1.0,0.0,0.0,0.0
Cocoa,598.0,fakestrawhatcrew,pirate,eastblue,Alive,138.0,,X,,,,,cocoa,0.0,0.0,0.0,0.0
Collun,1076.0,,,,Alive,,,,,,elbaph,,collun,0.0,0.0,0.0,0.0
Colscon,574.0,whitebeardpirates,pirate;captain,,Alive,,,,,,,,colscon,0.0,0.0,0.0,0.0
Columbus,906.0,yontamariagrandfleet;strawhatgrandfleet,pirate,,Alive,,,,,,,,columbus,0.0,0.0,0.0,0.0
Comane,903.0,lulusiakingdom,princess,,Unknown,,,,,,,,comane,0.0,0.0,0.0,0.0
"Comp ,Compo",1040.0,kidpirates,pirate,,Unknown,,,,,,,,"comp,compo",0.0,0.0,0.0,0.0
Concelot,809.0,mokomodukedom;inuarashimusketeersquadninja-pirate-mink-samuraialliance,threeinuarashimusketeers,grandline,Alive,204.0,,F,,,kuraucity;zou,,concelot,0.0,0.0,0.0,0.0
Conis,239.0,pumpkincafe,waitress,grandline,Alive,176.0,,F,,,,,conis,0.0,0.0,0.0,0.0
Conney,1099.0,,queendowager,southblue,Alive,73.0,,XF,,,sorbetkingdom,,conney,0.0,0.0,0.0,0.0
Corgy,328.0,worldgovernment,governmentofficial,,Alive,,,,,,,,corgy,0.0,0.0,0.0,0.0
Coribou,600.0,cariboupirates;fakestrawhatcrew,pirate;captain,northblue,Alive,250.0,,XF,,,,190000000.0,coribou,0.0,0.0,0.0,0.0
Cornelia,552.0,spadepirates,pirate,,Alive,,,,,,,,cornelia,0.0,0.0,0.0,0.0
Cosette,839.0,germakingdom,headchef,,Alive,,,,,,,,cosette,0.0,0.0,0.0,0.0
Cosmo,437.0,automata,sergeant,,Alive,,,,,,,,cosmo,0.0,0.0,0.0,0.0
Cosmos,516.0,kuja;kujapirates,pirate,calmbelt,Alive,,,,,,amazonlily,,cosmos,0.0,0.0,0.0,0.0
Cotton,718.0,tontattakingdomscoutingunit;tontattapirates;strawhatgrandfleet,scout;pirate,,Alive,,,,,,,,cotton,0.0,0.0,0.0,0.0
Crocodile,126.0,crossguild;sevenwarlordsofthesea;baroqueworks;impeldown,pirate;crossguildchiefofficer;baroqueworkspresident;proprietorofraindinners;prisonerofthegreatprison,grandline,Alive,253.0,,S,Sand-Sand Fruit,Logia,rainbase;arabasta,81000000.0,crocodile,0.0,0.0,0.0,0.0
Crocus,102.0,rogerpirates;laboon,doctor;lighthousekeeper;pirate,grandline,Alive,203.0,,XF,,,reversemountain,,crocus,0.0,1.0,0.0,0.0
Crone Oli,1076.0,redhairpirates,piratecaptain,,Alive,,,,,,,,croneoli,0.0,0.0,0.0,0.0
Cub,710.0,tontattakingdom;tontattapirates;strawhatgrandfleet,leaderofyellowkabusquad;pirate,,Alive,,,,"Bug-Bug Fruit, Model: Rhinoceros beetle",Zoan,,,cub,0.0,0.0,0.0,0.0
Curiel,552.0,whitebeardpirates,10thdivisioncommander;pirate;sniper,grandline,Alive,,,,,,,,curiel,0.0,0.0,0.0,0.0
Curly Dadan,440.0,dadanfamily,mountainbanditboss;caretakerofmonkeyd.luffy;portgasd.ace;andsabo,eastblue,Alive,221.0,,X,,,mt.colubo,7800000.0,curlydadan,0.0,0.0,0.0,0.0
D.R. DR,,cyrano,criminal;swordsman,,Deceased,,,,,,,1800000.0,d.r.dr,0.0,0.0,0.0,0.0
Daedalus,630.0,,,grandline,Deceased,,,,,,fish-mandistrict,,daedalus,0.0,0.0,0.0,0.0
Dagama,704.0,prodencekingdom,tactician,,Alive,,,,,,,,dagama,0.0,0.0,0.0,0.0
Daifugo,934.0,beastspirates;tama;ninja-pirate-mink-samuraialliance,shinuchi;vicewardenoftheprisonermine,,Alive,,,,Scorpion Smile,Artificial Zoan,,,daifugo,0.0,0.0,0.0,0.0
Daigin,531.0,marines,commodore,westblue,Alive,,,,,,,,daigin,0.0,0.0,0.0,0.0
Daikoku,931.0,beastspirates;orochioniwabanshu;kurozumifamily,ninja;pirate,wanocountry,Alive,436.0,,S,,,flowercapital;wanocountry,,daikoku,0.0,0.0,0.0,0.0
Daikon,732.0,tontattakingdomscoutingunitstrawhatgrandfleet,scout;pirate,,Alive,,,,,,,,daikon,0.0,0.0,0.0,0.0
Daisy,516.0,kuja;kujapirates,pirate,calmbelt,Alive,,,,,,amazonlily,,daisy,0.0,0.0,0.0,0.0
Dalmation Dalmatian,553.0,marines,viceadmiral,,Alive,,,,,,,,dalmationdalmatian,0.0,0.0,0.0,0.0
DaltonDolton,132.0,sakurakingdom,kingofthesakurakingdom;chiefroyalguardofthedrumkingdom,grandline,Alive,218.0,,X,"Ox-Ox Fruit, Bison Model",Zoan,bighorn;drumcastle,,daltondolton,0.0,0.0,0.0,0.0
Damask,706.0,,pyromaniac,,Alive,,,,,,,,damask,0.0,0.0,0.0,0.0
Daruma,611.0,newfish-manpirates,pirate;pirateofficer,grandline,Alive,122.0,,F,,,fish-mandistrict,,daruma,0.0,0.0,0.0,0.0
Daz Bonez,160.0,crossguild;baroqueworks,pirate;assassin;officeragent;bountyhunter,westblue,Alive,212.0,,F,Dice-Dice Fruit,Paramecia,,75000000.0,dazbonez,0.0,0.0,0.0,0.0
Decalvan Brothers DeCalvan Brothers,551.0,subordinatesofthewhitebeardpirates,pirates;captains,,Alive,,,,,,,,decalvanbrothersdecalvanbrothers,0.0,0.0,0.0,0.0
Decuplets,845.0,charlottefamily;bigmompirates,pirates;officers,,Alive,,,,,,,,decuplets,0.0,0.0,0.0,0.0
Decuplets,845.0,charlottefamily;bigmompirates,pirates;officers,,Alive,,,,,,,,decuplets,0.0,0.0,0.0,0.0
Decuplets,845.0,charlottefamily;bigmompirates,pirates;officers,,Alive,,,,,,,,decuplets,0.0,0.0,0.0,0.0
Decuplets,845.0,charlottefamily;bigmompirates,pirates;officers,,Alive,,,,,,,,decuplets,0.0,0.0,0.0,0.0
Delacuaji,551.0,subordinateofthewhitebeardpirates,pirate;captain,,Alive,,,,,,,,delacuaji,0.0,0.0,0.0,0.0
Dellinger,702.0,donquixotepirates,pirateofficer,northblue,Alive,145.0,,S (RH-),,,spidermiles;dressrosa,15000000.0,dellinger,0.0,0.0,0.0,0.0
Demalo BlackDemaro Black‡),598.0,fakestrawhatcrew,piratecaptain,eastblue,Alive,245.0,,S,,,,26000000.0,demaloblackdemaroblack‡),0.0,0.0,0.0,0.0
Den,616.0,,shipwright;seaforestresearcher;coatingmechanic,grandline,Alive,435.0,,X,,,seaforest,,den,0.0,0.0,0.0,0.0
Denjiro,919.0,kouzukifamily;nineredscabbards;kyoshirofamily;kurozumifamily;ninja-pirate-mink-samuraialliance,daimyo;samurai;retainerofthekouzukifamily;yakuzaboss;moneychanger;thief,grandline,Alive,306.0,,XF,,,wanocountry,,denjiro,0.0,1.0,1.0,0.0
Devil Dias,497.0,acumatepirates,pirate;captain;slave,,Unknown,,,,,,,,devildias,0.0,0.0,0.0,0.0
Dez Tinny,526.0,,prisoner,grandline,Alive,,,,,,,,deztinny,0.0,0.0,0.0,0.0
Diamante,700.0,donquixotepirates,pirateexecutiveofficer;colosseumproprietor;swordsman,northblue,Alive,525.0,,S,Ripple-Ripple Fruit,Paramecia,downsspidermilesdressrosa,99000000.0,diamante,0.0,1.0,1.0,0.0
Didit,585.0,goakingdom,noble,,Alive,,,,,,,,didit,0.0,0.0,0.0,0.0
Diesel,827.0,bigmompirates,pirate,,Alive,,,,,,tottoland,,diesel,0.0,0.0,0.0,0.0
Diez BarrelsX. Barrels,765.0,barrelspirates;marines,pirate;captain;marineofficer,,Deceased,,,,,,minionisland,,diezbarrelsx.barrels,0.0,0.0,0.0,0.0
Disc J,1040.0,kidpirates,pirate,,Unknown,,,,,,,,discj,0.0,0.0,0.0,0.0
Disco,500.0,donquixotedoflamingo;humanauctioninghouse,ownerofhumanauctioninghouse,grandline,Alive,,,,,,sabaodyarchipelago,,disco,0.0,0.0,0.0,0.0
Dive,1024.0,kidpirates,pirate,,Unknown,,,,,,,,dive,0.0,0.0,0.0,0.0
Django,25.0,marines;blackcatpirates,marinelieutenantcommander;marineseamanrecruit;pirate;captain;firstmate;dancer,eastblue,Alive,207.0,,S,,,,9000000.0,django,0.0,0.0,0.0,0.0
Dobby Ibadonbo,531.0,,prisonerofimpeldown,,Unknown,,,,,,,,dobbyibadonbo,0.0,0.0,0.0,0.0
Doberman,420.0,marines,viceadmiral,,Alive,,,,,,,,doberman,0.0,0.0,0.0,0.0
Dobon,926.0,beastspirates,shinuchi;vicewardenoftheprisonermine,,Alive,,,,Hippopotamus Smile,Artificial Zoan,,,dobon,0.0,0.0,0.0,0.0
Doc Q,223.0,blackbeardpirates,pirate;doctor;titaniccaptain,northblue,Alive,342.0,,S,Sick-Sick Fruit,Paramecia,hachinosu,72000000.0,docq,0.0,0.0,0.0,0.0
Dog PenguinInuppe,451.0,thrillerbark;penguintrio,wildzombie,,Deceased,,,,,,,,dogpenguininuppe,0.0,0.0,0.0,0.0
DogstormDogupine Inuarashi,808.0,mokomodukedom;musketeers;kouzukifamily;inuarashimusketeersquad;ninja-pirate-mink-samuraialliance;nineredscabbards;rogerpirates;whitebeardpirates,daimyo;rulerofthemokomodukedom;commanderofthemusketeers;retainer;samurai;pirateapprentice,grandline,Alive,511.0,,X,,,zouwanocountry,,dogstormdogupineinuarashi,0.0,0.0,0.0,0.0
Dogura,582.0,dadanfamily,bandit,,Alive,,,,,,mt.colubo,,dogura,0.0,0.0,0.0,0.0
Dogya,552.0,spadepirates,pirate,,Alive,,,,,,,,dogya,0.0,0.0,0.0,0.0
Dolan,658.0,,,,Alive,,,,,,,,dolan,0.0,0.0,0.0,0.0
Doll,1061.0,marines;g-14,viceadmiral,,Alive,,,,,,g-14,,doll,0.0,0.0,0.0,0.0
Doma,551.0,subordinateofthewhitebeardpirates,pirate;captain,,Alive,,,,,,,,doma,0.0,0.0,0.0,0.0
Domino,526.0,impeldown,headjailer;viceheadjailer,grandline,Alive,,,,,,,,domino,0.0,0.0,0.0,0.0
"Domo-kun, Nnke-kun",9.0,,,,Alive,,,,,,,,"domo-kun,nnke-kun",0.0,0.0,0.0,0.0
"Domo-kun, Nnke-kun",9.0,,,,Alive,,,,,,,,"domo-kun,nnke-kun",0.0,0.0,0.0,0.0
Donkino,966.0,rogerpirates,pirate,,Unknown,,,,,,,,donkino,0.0,0.0,0.0,0.0
Donovan,318.0,foxypirates,pirate;shipwright,,Alive,,,,,,,,donovan,0.0,0.0,0.0,0.0
Don Quixote Doflamingo,233.0,donquixotepirates;impeldown;underworld;worldgovernment;sevenwarlordsofthesea;dressrosa,piratecaptain;prisonerofthegreatprison;underworldbroker;kingofdressrosa;worldnoble,redline,Alive,305.0,,X,String-String Fruit,Paramecia,marygeoise;downs;spidermiles;dressrosa,340000000.0,donquixotedoflamingo,0.0,1.0,1.0,1.0
Don Quixote Homing,760.0,worldgovernment,worldnoble,,Deceased,,,,,,marygeoise,,donquixotehoming,0.0,0.0,0.0,0.0
"Don Quixote Myosgard , Funimation)Don Quixote Mjosgard Donquixote Myosgard",625.0,worldgovernment,worldnoble,,Deceased,211.0,,X,,,marygeoise,,"donquixotemyosgard,funimation)donquixotemjosgarddonquixotemyosgard",0.0,0.0,0.0,0.0
Don Quixote Rocinante,761.0,marines;donquixotepirates;worldgovernment,marinecommander;pirateeliteofficer;worldnoble,redline,Deceased,293.0,,S,Calm-Calm Fruit,Paramecia,marygeoisespidermiles,,donquixoterocinante,0.0,0.0,0.0,0.0
Doringo,0.0,rogerpirates,pirate,,Unknown,,,,,,,,doringo,0.0,0.0,0.0,0.0
Dorrow,,marines,viceadmiral;lieutenantcommander,,Alive,,,,,,,,dorrow,0.0,0.0,0.0,0.0
Dorry,116.0,giantwarriorpirates,piratecaptain,grandline,Alive,2260.0,,F,,,elbaphlittlegarden,100000000.0,dorry,0.0,0.0,0.0,0.0
Dosun,611.0,newfish-manpirates,pirate;pirateofficer,grandline,Alive,418.0,,S,,,fish-mandistrict,,dosun,0.0,0.0,0.0,0.0
Dotaku,926.0,kouzukifamily,samurai,,Alive,,,,,,wanocountry,,dotaku,0.0,0.0,0.0,0.0
Dr. Fishbonen,594.0,marines,doctor,,Alive,,,,,,,,dr.fishbonen,0.0,0.0,0.0,0.0
Dr. HirilukDr. Hiruruku,141.0,,doctor;thief,grandline,Deceased,213.0,,F,,,drumisland,,dr.hirilukdr.hiruruku,0.0,0.0,0.0,0.0
Dr. Hou Dr. Ooh,213.0,nefertarifamily,doctor,,Alive,,,,,,,,dr.houdr.ooh,0.0,0.0,0.0,0.0
Dr. Vegapunk,684.0,mads;marines,scientist,grandline,Deceased,314.0,,S,Brain-Brain Fruit,Paramecia,egghead;punkhazard;karakuriisland,,dr.vegapunk,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,1.0,1.0,0.0
Dracule MihawkDiego Mihawk,49.0,crossguild;sevenwarlordsofthesea,pirate;crossguildchiefofficer;warlordofthesea,,Alive,198.0,,S,,,kuraiganaisland;karaibariisland,3590000000.0,draculemihawkdiegomihawk,0.0,0.0,0.0,0.0
