name,apparition,affiliations,occupations,origin,status,height,weight,bloodtype,fruit.name,devilfruit.type,residence,bounty,has_D,key,haki.observation,haki.armament,haki.conqueror
Charlotte Angel,860.0,charlottefamily;bigmompirates,pirateofficer,grandline,Alive,,,,,,tottoland,,0.0,charlotteangel,0.0,0.0,0.0
Charlotte Anglaise,845.0,charlottefamily;bigmompirates,,,Alive,,,,,,,,0.0,charlotteanglaise,0.0,0.0,0.0
Charlotte Basans,862.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,0.0,charlottebasans,0.0,0.0,0.0
Charlotte Bassquarte ;Charlotte Basskarte,860.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,0.0,charlottebassquarte;charlottebasskarte,0.0,0.0,0.0
Charlotte Bavarois,888.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,0.0,charlottebavarois,0.0,0.0,0.0
Charlotte Brownie,845.0,charlottefamily;bigmompirates,officer,,Alive,,,,,,,,0.0,charlottebrownie,0.0,0.0,0.0
Charlotte Broye,864.0,charlottefamily;bigmompirates,pirateofficer;ministerofmeringue,grandline,Alive,,,,,,milengeisland,,0.0,charlottebroye,0.0,0.0,0.0
Charlotte Brulee,831.0,charlottefamily;bigmompirates,pirateofficer,grandline,Alive,350.0,,S,Mirror-Mirror Fruit,Paramecia,wholecakeisland;mirro-world,,0.0,charlottebrulee,0.0,0.0,0.0
Charlotte Cabaletta,845.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,0.0,charlottecabaletta,0.0,0.0,0.0
Charlotte Cadenza,845.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,0.0,charlottecadenza,0.0,1.0,0.0
Charlotte Chiboust,894.0,charlottefamily;bigmompirates,pirateofficer;ministerofmix,,Alive,,,,,,sanshokuisland,,0.0,charlottechiboust,0.0,0.0,0.0
Charlotte Chiffon,825.0,firetankpirates;charlottefamily,cook;ministerofpuff,grandline,Alive,215.0,,F,,,funwariisland,,0.0,charlottechiffon,0.0,0.0,0.0
Charlotte Cinnamon,860.0,charlottefamily;bigmompirates,pirateofficer,grandline,Alive,,,,,,,,0.0,charlottecinnamon,0.0,0.0,0.0
Charlotte Citron,861.0,charlottefamily;bigmompirates,pirateofficer;ministerofeggs,grandline,Alive,,,,,,kimiisland,,0.0,charlottecitron,0.0,0.0,0.0
Charlotte Compo,864.0,charlottefamily;bigmompirates,pirateofficer;ministerofpie,,Alive,,,,,,piepieisland,,0.0,charlottecompo,0.0,0.0,0.0
Charlotte Compote,860.0,charlottefamily;bigmompirates,pirateofficer;ministeroffruits,,Alive,,,,,,fruitsisland,,0.0,charlottecompote,0.0,0.0,0.0
Charlotte Cornstarch,865.0,charlottefamily;bigmompirates,pirateofficer;ministeroflove,,Alive,,,,,,lovingisland,,0.0,charlottecornstarch,0.0,0.0,0.0
Charlotte Counter,845.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,0.0,charlottecounter,0.0,1.0,0.0
Charlotte Cracker,835.0,charlottefamily;bigmompirates,sweetcommander;ministerofbiscuit,grandline,Alive,307.0,,X,Bis-Bis Fruit,Paramecia,biscuitsisland,860000000.0,0.0,charlottecracker,1.0,1.0,0.0
Charlotte Custard,862.0,charlottefamily;bigmompirates,pirateofficer,grandline,Alive,,,,,,tottoland,,0.0,charlottecustard,0.0,0.0,0.0
Charlotte Dacquoise,854.0,charlottefamily;bigmompirates,pirateofficer;ministerofjam,,Alive,,,,,,jamisland,,0.0,charlottedacquoise,0.0,0.0,0.0
Charlotte Daifuku,861.0,charlottefamily;bigmompirates,pirateofficer;ministerofbeans,grandline,Alive,489.0,,X,Puff-Puff Fruit,Paramecia,poriporiisland,300000000.0,0.0,charlottedaifuku,1.0,1.0,0.0
Charlotte De-Chat,845.0,charlottefamily,,,Alive,,,,,,,,0.0,charlottede-chat,0.0,0.0,0.0
Charlotte Dolce and Dragée ;Charlotte Dolce and Dragee,845.0,charlottefamily;bigmompirates,,,Alive,,,,,,,,0.0,charlottedolceanddragée;charlottedolceanddragee,0.0,0.0,0.0
Charlotte Dolce and Dragée ;Charlotte Dolce and Dragee,845.0,charlottefamily;bigmompirates,,,Alive,,,,,,,,0.0,charlottedolceanddragée;charlottedolceanddragee,0.0,0.0,0.0
Charlotte Dosmarche,861.0,charlottefamily;bigmompirates,pirateofficer;ministeroftea,,Alive,,,,,,blackisland,,0.0,charlottedosmarche,0.0,0.0,0.0
Charlotte Effiler;Charlotte Effilee,864.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,0.0,charlotteeffiler;charlotteeffilee,0.0,0.0,0.0
Charlotte Flampe,891.0,charlottefamily;bigmompirates,pirateofficer;ministerofhoney;specialattackunitcaptain;katakurifanclubpresident,grandline,Alive,170.0,,S,,,rokumitsuisland,,0.0,charlotteflampe,0.0,0.0,0.0
Charlotte Fuyumeg,894.0,charlottefamily;bigmompirates,pirate;officer,,Alive,,,,,,,,0.0,charlottefuyumeg,0.0,0.0,0.0
Charlotte Gala,,charlottefamily,,,Alive,,,,,,,,0.0,charlottegala,0.0,0.0,0.0
Charlotte Galette,829.0,charlottefamily;bigmompirates,pirateofficer;ministerofbutter,,Alive,,,,Butter-Butter Fruit,Paramecia,margarineisland,,0.0,charlottegalette,0.0,0.0,0.0
Charlotte Hachee,871.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,0.0,charlottehachee,0.0,0.0,0.0
Charlotte Harumeg,894.0,charlottefamily;bigmompirates,pirate;officer,,Alive,,,,,,,,0.0,charlotteharumeg,0.0,0.0,0.0
Charlotte High-Fat,862.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,0.0,charlottehigh-fat,0.0,0.0,0.0
Charlotte Joconde,894.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,0.0,charlottejoconde,0.0,0.0,0.0
Charlotte Joscarpone,845.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,0.0,charlottejoscarpone,0.0,0.0,0.0
Charlotte Kanten,862.0,charlottefamily;bigmompirates,pirateofficer;ministerofagar,,Alive,,,,,,jellyisland,,0.0,charlottekanten,0.0,0.0,0.0
Charlotte Katakuri,860.0,charlottefamily;bigmompirates,sweetcommander;ministerofflour,grandline,Alive,509.0,,XF,Mochi-Mochi Fruit,Special Paramecia,komugiisland,1057000000.0,0.0,charlottekatakuri,1.0,1.0,1.0
Charlotte Laurin,864.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,0.0,charlottelaurin,0.0,0.0,0.0
Charlotte Linlin,651.0,bigmompirates;rockspirates;fouremperors;charlottefamily,piratecaptain;emperor;queenoftottoland,grandline,Unknown,880.0,,X,Soul-Soul Fruit,Paramecia,wholecakeisland;elbaph,50000000.0,0.0,charlottelinlin,1.0,1.0,1.0
Charlotte Lola,476.0,rollingpirates;charlottefamily;thrillerbarkvictim'sassociation,piratecaptain;ministerofchocolate,grandline,Alive,215.0,,F,,,cacaoisland,24000000.0,0.0,charlottelola,0.0,0.0,0.0
Charlotte Maple,897.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,0.0,charlottemaple,0.0,0.0,0.0
Charlotte Marble,894.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,0.0,charlottemarble,0.0,0.0,0.0
Charlotte Marnier,861.0,charlottefamily;bigmompirates,pirateofficer;ministerofyeast,,Alive,,,,,,kiboisland,,0.0,charlottemarnier,0.0,0.0,0.0
Charlotte Mascarpone,845.0,charlottefamily;bigmompirates,pirateofficer;ministeroftableware,,Alive,,,,,,cutleryisland,,0.0,charlottemascarpone,0.0,0.0,0.0
Charlotte Mash,865.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,0.0,charlottemash,0.0,0.0,0.0
Charlotte Melise,854.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,0.0,charlottemelise,0.0,0.0,0.0
Charlotte Mobile,862.0,charlottefamily;bigmompirates,pirateofficer;ministeroftasting,,Alive,,,,,,futoruisland,,0.0,charlottemobile,0.0,0.0,0.0
Charlotte Monder;Charlotte Mondee,854.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,0.0,charlottemonder;charlottemondee,0.0,0.0,0.0
Charlotte Montb,897.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,0.0,charlottemontb,0.0,0.0,0.0
Charlotte Montd'Or Charlotte Mont-d'Or,829.0,charlottefamily;bigmompirates,pirateofficer;ministerofcheese,grandline,Alive,260.0,,X,Book-Book Fruit,Paramecia,cheeseisland,120000000.0,0.0,charlottemontd'orcharlottemont-d'or,0.0,0.0,0.0
Charlotte Moscato,829.0,charlottefamily;bigmompirates,pirateofficer;ministerofgelato,,Alive,,,,,,iceisland,,0.0,charlottemoscato,0.0,0.0,0.0
Charlotte Mozart,862.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,0.0,charlottemozart,0.0,0.0,0.0
Charlotte Myukuru,845.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,0.0,charlottemyukuru,0.0,0.0,0.0
Charlotte Newshi,854.0,charlottefamily;bigmompirates,pirate;officer,,Alive,,,,Pile-Pile Fruit[7],Paramecia,,,0.0,charlottenewshi,0.0,0.0,0.0
Charlotte Noisette,862.0,charlottefamily;bigmompirates,pirateofficer;ministeroffice,,Alive,,,,,,kinkoisland,,0.0,charlottenoisette,0.0,0.0,0.0
Charlotte Normande,845.0,charlottefamily,,,Alive,,,,,,,,0.0,charlottenormande,0.0,0.0,0.0
Charlotte Nougat,894.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,0.0,charlottenougat,0.0,0.0,0.0
Charlotte Nusstorte,854.0,charlottefamily;bigmompirates,pirateofficer;ministeroftransport,,Alive,,,,,,packageisland,,0.0,charlottenusstorte,0.0,0.0,0.0
Charlotte Nutmeg,894.0,charlottefamily;bigmompirates,pirate;officer,,Alive,,,,,,,,0.0,charlottenutmeg,0.0,0.0,0.0
Charlotte Opera,829.0,charlottefamily;bigmompirates,pirateofficer;ministerofwhippedcream,,Unknown,,,,Cream-Cream Fruit,Paramecia,nokoisland,,0.0,charlotteopera,0.0,0.0,0.0
Charlotte Oven,861.0,charlottefamily;bigmompirates,pirateofficer;ministerofbrownedfood,grandline,Alive,492.0,,F,Heat-Heat Fruit,Paramecia,yakigashiisland,300000000.0,0.0,charlotteoven,1.0,1.0,0.0
Charlotte Panna,897.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,0.0,charlottepanna,0.0,0.0,0.0
,,,,,,,,,,,,,,,1.0,1.0,0.0
Charlotte Perospero ; Charlotte Perosperaw,834.0,charlottefamily;bigmompirates,pirateofficer;ministerofcandy,grandline,Alive,333.0,,X,Lick-Lick Fruit,Paramecia,candyisland,700000000.0,0.0,charlotteperospero;charlotteperosperaw,0.0,0.0,0.0
Charlotte Poire,860.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,0.0,charlottepoire,0.0,0.0,0.0
Charlotte Praline,830.0,sunpirates;charlottefamily,ministerofdesign;pirate,grandline,Alive,800.0,,S (RH-),,,uniqueisland,,0.0,charlottepraline,0.0,0.0,0.0
Charlotte Prim,896.0,charlottefamily;bigmompirates,pirateofficer,grandline,Alive,,,,,,,,0.0,charlotteprim,0.0,0.0,0.0
Charlotte Pudding,651.0,charlottefamily;bigmompirates,pirateofficer;chocolatier;cafeowner,grandline,Alive,166.0,,XF,Memo-Memo Fruit,Paramecia,cacaoisland,,0.0,charlottepudding,0.0,0.0,0.0
Charlotte Raisin,845.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,0.0,charlotteraisin,0.0,1.0,0.0
Charlotte Saintmarc ;Charlotte Saint-Marc,862.0,charlottefamily;bigmompirates,pirateofficer;ministerofessence,,Alive,,,,,,flavorisland,,0.0,charlottesaintmarc;charlottesaint-marc,0.0,0.0,0.0
Charlotte Smoothie,846.0,charlottefamily;bigmompirates,sweetcommander;ministerofjuice,grandline,Alive,464.0,,F,Wring-Wring Fruit,Paramecia,100%island,932000000.0,0.0,charlottesmoothie,1.0,1.0,0.0
Charlotte Snack,894.0,charlottefamily;bigmompirates,pirateofficer;ministeroffries;sweetcommander,,Alive,,,,,,potatoisland,600000000.0,0.0,charlottesnack,0.0,0.0,0.0
Charlotte Tablet,862.0,charlottefamily;bigmompirates,pirateofficer;ministeroftoppings,,Alive,,,,,,toppingisland,,0.0,charlottetablet,0.0,0.0,0.0
Charlotte Uiro,845.0,charlottefamily,,,Alive,,,,,,,,0.0,charlotteuiro,0.0,0.0,0.0
Charlotte Wafers,845.0,charlottefamily,,,Alive,,,,,,,,0.0,charlottewafers,0.0,0.0,0.0
Charlotte Yuen,894.0,charlottefamily;bigmompirates,pirateofficer,,Alive,,,,,,,,0.0,charlotteyuen,0.0,0.0,0.0
Charlotte Zuccotto,862.0,charlottefamily;bigmompirates,pirateofficer;ministerofalcohol,,Alive,,,,,,liqueurisland,,0.0,charlottezuccotto,0.0,0.0,0.0
Chess,131.0,blikingpirates;drumkingdom,headofstaff;pirate,grandline,Alive,194.0,,S,,,,,0.0,chess,0.0,0.0,0.0
Chesskipper,398.0,,pirate;captain,,Unknown,,,,,,,,0.0,chesskipper,0.0,0.0,0.0
Chessmarimo,147.0,blikingpirates;drumkingdom,servantofwapol;pirate,,Alive,,,,,,,,0.0,chessmarimo,0.0,0.0,0.0
Chichilisia,879.0,,leaderofthenihonavy,,Alive,,,,,,,,0.0,chichilisia,0.0,0.0,0.0
Chimney,322.0,kokoro,sundaystationmasteroftheshiftstation,grandline,Alive,115.0,,S,,,water7,,0.0,chimney,0.0,0.0,0.0
Chin ;Long Jaw Neptunian,625.0,poseidon,,,Alive,,,,,,,,0.0,chin;longjawneptunian,0.0,0.0,0.0
,,,,,,,,,,,,,,,1.0,1.0,1.0
Choco-Police ; Chocopolice,827.0,cacaoisland,policeofficer,,Unknown,,,,,,chocolattown;cacaoisland;tottoland,,0.0,choco-police;chocopolice,0.0,0.0,0.0
Chocolat,598.0,fakestrawhatcrew,pirate,eastblue,Unknown,181.0,,X,,,,,0.0,chocolat,0.0,0.0,0.0
Choi,555.0,allyofthewhitebeardpirates,piratecaptain,,Alive,,,,,,,,0.0,choi,0.0,0.0,0.0
Chome,931.0,beastspirates;orochioniwabanshu;kurozumifamily,ninja;pirate,wanocountry,Alive,150.0,,F,,,flowercapital;wanocountry,,0.0,chome,0.0,0.0,0.0
Choo;Chu,69.0,arlongpirates;sunpirates,pirateofficer;sniper,grandline,Alive,257.0,,X,,,fish-mandistrict;arlongpark,5500000.0,0.0,choo;chu,0.0,0.0,0.0
Chouchou;Shushu,12.0,hocker,pet;petshopkeeper,eastblue,Alive,40.0,,,,,orangetown,,0.0,chouchou;shushu,0.0,0.0,0.0
Chuchun ;Chirp Chirp,306.0,foxypirates,pirate;mount;pet,,Alive,,,,,,,,0.0,chuchun;chirpchirp,0.0,0.0,0.0
Chuji,1034.0,,pet,,Alive,,,,,,,,0.0,chuji,0.0,0.0,0.0
Clapp,1095.0,,slave;churchmanager,southblue,Deceased,,,,,,sorbetkingdom;marygeoise,,0.0,clapp,0.0,0.0,0.0
Clione,810.0,heartpirates;ninja-pirate-mink-samuraialliance,pirate,,Unknown,,,,,,,,0.0,clione,0.0,0.0,0.0
Clou D. Clover,391.0,oharaarchaeologists;clanofd.,professorandarchaeologistofthetreeofknowledge;explorer,westblue,Deceased,172.0,,X,,,,,1.0,cloud.clover,0.0,0.0,0.0
Cocoa,598.0,fakestrawhatcrew,pirate,eastblue,Alive,138.0,,X,,,,,0.0,cocoa,0.0,0.0,0.0
Collun,1076.0,,,,Alive,,,,,,elbaph,,0.0,collun,0.0,0.0,0.0
Colscon,574.0,whitebeardpirates,pirate;captain,,Alive,,,,,,,,0.0,colscon,0.0,0.0,0.0
Columbus,906.0,yontamariagrandfleet;strawhatgrandfleet,pirate,,Alive,,,,,,,,0.0,columbus,0.0,0.0,0.0
Comane,903.0,lulusiakingdom,princess,,Unknown,,,,,,,,0.0,comane,0.0,0.0,0.0
"Comp ,Compo",1040.0,kidpirates,pirate,,Unknown,,,,,,,,0.0,"comp,compo",0.0,0.0,0.0
Concelot,809.0,mokomodukedom;inuarashimusketeersquadninja-pirate-mink-samuraialliance,threeinuarashimusketeers,grandline,Alive,204.0,,F,,,kuraucity;zou,,0.0,concelot,0.0,0.0,0.0
Conis,239.0,pumpkincafe,waitress,grandline,Alive,176.0,,F,,,,,0.0,conis,0.0,0.0,0.0
Conney,1099.0,,queendowager,southblue,Alive,73.0,,XF,,,sorbetkingdom,,0.0,conney,0.0,0.0,0.0
Corgy,328.0,worldgovernment,governmentofficial,,Alive,,,,,,,,0.0,corgy,0.0,0.0,0.0
Coribou,600.0,cariboupirates;fakestrawhatcrew,pirate;captain,northblue,Alive,250.0,,XF,,,,190000000.0,0.0,coribou,0.0,0.0,0.0
Cornelia,552.0,spadepirates,pirate,,Alive,,,,,,,,0.0,cornelia,0.0,0.0,0.0
Cosette,839.0,germakingdom,headchef,,Alive,,,,,,,,0.0,cosette,0.0,0.0,0.0
Cosmo,437.0,automata,sergeant,,Alive,,,,,,,,0.0,cosmo,0.0,0.0,0.0
Cosmos,516.0,kuja;kujapirates,pirate,calmbelt,Alive,,,,,,amazonlily,,0.0,cosmos,0.0,0.0,0.0
Cotton,718.0,tontattakingdomscoutingunit;tontattapirates;strawhatgrandfleet,scout;pirate,,Alive,,,,,,,,0.0,cotton,0.0,0.0,0.0
Crocodile,126.0,crossguild;sevenwarlordsofthesea;baroqueworks;impeldown,pirate;crossguildchiefofficer;baroqueworkspresident;proprietorofraindinners;prisonerofthegreatprison,grandline,Alive,253.0,,S,Sand-Sand Fruit,Logia,rainbase;arabasta,81000000.0,0.0,crocodile,0.0,0.0,0.0
Crocus,102.0,rogerpirates;laboon,doctor;lighthousekeeper;pirate,grandline,Alive,203.0,,XF,,,reversemountain,,0.0,crocus,1.0,0.0,0.0
Crone Oli,1076.0,redhairpirates,piratecaptain,,Alive,,,,,,,,0.0,croneoli,0.0,0.0,0.0
Cub; Kabu ),710.0,tontattakingdom;tontattapirates;strawhatgrandfleet,leaderofyellowkabusquad;pirate,,Alive,,,,"Bug-Bug Fruit, Model: Rhinoceros beetle",Zoan,,,0.0,cub;kabu),0.0,0.0,0.0
Curiel,552.0,whitebeardpirates,10thdivisioncommander;pirate;sniper,grandline,Alive,,,,,,,,0.0,curiel,0.0,0.0,0.0
Curly Dadan,440.0,dadanfamily,mountainbanditboss;caretakerofmonkeyd.luffy;portgasd.ace;andsabo,eastblue,Alive,221.0,,X,,,mt.colubo,7800000.0,0.0,curlydadan,0.0,0.0,0.0
D.R. DR,,cyrano,criminal;swordsman,,Deceased,,,,,,,1800000.0,0.0,d.r.dr,0.0,0.0,0.0
Daedalus; Daidalos,630.0,,,grandline,Deceased,,,,,,fish-mandistrict,,0.0,daedalus;daidalos,0.0,0.0,0.0
Dagama,704.0,prodencekingdom,tactician,,Alive,,,,,,,,0.0,dagama,0.0,0.0,0.0
Daifugo,934.0,beastspirates;tama;ninja-pirate-mink-samuraialliance,shinuchi;vicewardenoftheprisonermine,,Alive,,,,Scorpion Smile,Artificial Zoan,,,0.0,daifugo,0.0,0.0,0.0
Daigin,531.0,marines,commodore,westblue,Alive,,,,,,,,0.0,daigin,0.0,0.0,0.0
Daikoku,931.0,beastspirates;orochioniwabanshu;kurozumifamily,ninja;pirate,wanocountry,Alive,436.0,,S,,,flowercapital;wanocountry,,0.0,daikoku,0.0,0.0,0.0
Daikon,732.0,tontattakingdomscoutingunitstrawhatgrandfleet,scout;pirate,,Alive,,,,,,,,0.0,daikon,0.0,0.0,0.0
Daisy,516.0,kuja;kujapirates,pirate,calmbelt,Alive,,,,,,amazonlily,,0.0,daisy,0.0,0.0,0.0
Dalmation Dalmatian,553.0,marines,viceadmiral,,Alive,,,,,,,,0.0,dalmationdalmatian,0.0,0.0,0.0
DaltonDolton,132.0,sakurakingdom,kingofthesakurakingdom;chiefroyalguardofthedrumkingdom,grandline,Alive,218.0,,X,"Ox-Ox Fruit, Bison Model",Zoan,bighorn;drumcastle,,0.0,daltondolton,0.0,0.0,0.0
Damask,706.0,,pyromaniac,,Alive,,,,,,,,0.0,damask,0.0,0.0,0.0
Daruma,611.0,newfish-manpirates,pirate;pirateofficer,grandline,Alive,122.0,,F,,,fish-mandistrict,,0.0,daruma,0.0,0.0,0.0
Daz Bonez,160.0,crossguild;baroqueworks,pirate;assassin;officeragent;bountyhunter,westblue,Alive,212.0,,F,Dice-Dice Fruit,Paramecia,,75000000.0,0.0,dazbonez,0.0,0.0,0.0
Decalvan Brothers DeCalvan Brothers,551.0,subordinatesofthewhitebeardpirates,pirates;captains,,Alive,,,,,,,,0.0,decalvanbrothersdecalvanbrothers,0.0,0.0,0.0
Decuplets,845.0,charlottefamily;bigmompirates,pirates;officers,,Alive,,,,,,,,0.0,decuplets,0.0,0.0,0.0
Decuplets,845.0,charlottefamily;bigmompirates,pirates;officers,,Alive,,,,,,,,0.0,decuplets,0.0,0.0,0.0
Decuplets,845.0,charlottefamily;bigmompirates,pirates;officers,,Alive,,,,,,,,0.0,decuplets,0.0,0.0,0.0
Decuplets,845.0,charlottefamily;bigmompirates,pirates;officers,,Alive,,,,,,,,0.0,decuplets,0.0,0.0,0.0
Delacuaji,551.0,subordinateofthewhitebeardpirates,pirate;captain,,Alive,,,,,,,,0.0,delacuaji,0.0,0.0,0.0
Dellinger,702.0,donquixotepirates,pirateofficer,northblue,Alive,145.0,,S (RH-),,,spidermiles;dressrosa,15000000.0,0.0,dellinger,0.0,0.0,0.0
Demalo BlackDemaro Black‡),598.0,fakestrawhatcrew,piratecaptain,eastblue,Alive,245.0,,S,,,,26000000.0,0.0,demaloblackdemaroblack‡),0.0,0.0,0.0
Den,616.0,,shipwright;seaforestresearcher;coatingmechanic,grandline,Alive,435.0,,X,,,seaforest,,0.0,den,0.0,0.0,0.0
Denjiro,919.0,kouzukifamily;nineredscabbards;kyoshirofamily;kurozumifamily;ninja-pirate-mink-samuraialliance,daimyo;samurai;retainerofthekouzukifamily;yakuzaboss;moneychanger;thief,grandline,Alive,306.0,,XF,,,wanocountry,,0.0,denjiro,1.0,1.0,0.0
Devil Dias ; Devil,497.0,acumatepirates,pirate;captain;slave,,Unknown,,,,,,,,0.0,devildias;devil,0.0,0.0,0.0
Dez Tinny,526.0,,prisoner,grandline,Alive,,,,,,,,0.0,deztinny,0.0,0.0,0.0
Diamante,700.0,donquixotepirates,pirateexecutiveofficer;colosseumproprietor;swordsman,northblue,Alive,525.0,,S,Ripple-Ripple Fruit,Paramecia,downsspidermilesdressrosa,99000000.0,0.0,diamante,1.0,1.0,0.0
Didit,585.0,goakingdom,noble,,Alive,,,,,,,,0.0,didit,0.0,0.0,0.0
Diesel,827.0,bigmompirates,pirate,,Alive,,,,,,tottoland,,0.0,diesel,0.0,0.0,0.0
Diez BarrelsX. Barrels,765.0,barrelspirates;marines,pirate;captain;marineofficer,,Deceased,,,,,,minionisland,,0.0,diezbarrelsx.barrels,0.0,0.0,0.0
Disc J,1040.0,kidpirates,pirate,,Unknown,,,,,,,,0.0,discj,0.0,0.0,0.0
Disco,500.0,donquixotedoflamingo;humanauctioninghouse,ownerofhumanauctioninghouse,grandline,Alive,,,,,,sabaodyarchipelago,,0.0,disco,0.0,0.0,0.0
Dive,1024.0,kidpirates,pirate,,Unknown,,,,,,,,0.0,dive,0.0,0.0,0.0
Django ;Jango,25.0,marines;blackcatpirates,marinelieutetcommander;marineseamanrecruit;pirate;captain;firstmate;dancer,eastblue,Alive,207.0,,S,,,,9000000.0,0.0,django;jango,0.0,0.0,0.0
Dobby Ibadonbo,531.0,,prisonerofimpeldown,,Unknown,,,,,,,,0.0,dobbyibadonbo,0.0,0.0,0.0
Doberman,420.0,marines,viceadmiral,,Alive,,,,,,,,0.0,doberman,0.0,0.0,0.0
Dobon,926.0,beastspirates,shinuchi;vicewardenoftheprisonermine,,Alive,,,,Hippopotamus Smile,Artificial Zoan,,,0.0,dobon,0.0,0.0,0.0
Doc Q,223.0,blackbeardpirates,pirate;doctor;titaniccaptain,northblue,Alive,342.0,,S,Sick-Sick Fruit,Paramecia,hachinosu,72000000.0,0.0,docq,0.0,0.0,0.0
Dog PenguinInuppe,451.0,thrillerbark;penguintrio,wildzombie,,Deceased,,,,,,,,0.0,dogpenguininuppe,0.0,0.0,0.0
DogstormDogupine Inuarashi,808.0,mokomodukedom;musketeers;kouzukifamily;inuarashimusketeersquad;ninja-pirate-mink-samuraialliance;nineredscabbards;rogerpirates;whitebeardpirates,daimyo;rulerofthemokomodukedom;commanderofthemusketeers;retainer;samurai;pirateapprentice,grandline,Alive,511.0,,X,,,zouwanocountry,,0.0,dogstormdogupineinuarashi,0.0,0.0,0.0
Dogura ;Dogra,582.0,dadanfamily,bandit,,Alive,,,,,,mt.colubo,,0.0,dogura;dogra,0.0,0.0,0.0
Dogya,552.0,spadepirates,pirate,,Alive,,,,,,,,0.0,dogya,0.0,0.0,0.0
Dolan,658.0,,,,Alive,,,,,,,,0.0,dolan,0.0,0.0,0.0
Doll,1061.0,marines;g-14,viceadmiral,,Alive,,,,,,g-14,,0.0,doll,0.0,0.0,0.0
Doma,551.0,subordinateofthewhitebeardpirates,pirate;captain,,Alive,,,,,,,,0.0,doma,0.0,0.0,0.0
Domino,526.0,impeldown,headjailer;viceheadjailer,grandline,Alive,,,,,,,,0.0,domino,0.0,0.0,0.0
"Domo-kun, Nnke-kun",9.0,,,,Alive,,,,,,,,0.0,"domo-kun,nnke-kun",0.0,0.0,0.0
"Domo-kun, Nnke-kun",9.0,,,,Alive,,,,,,,,0.0,"domo-kun,nnke-kun",0.0,0.0,0.0
Donkino,966.0,rogerpirates,pirate,,Unknown,,,,,,,,0.0,donkino,0.0,0.0,0.0
Donovan,318.0,foxypirates,pirate;shipwright,,Alive,,,,,,,,0.0,donovan,0.0,0.0,0.0
,,,,,,,,,,,,,,,1.0,1.0,1.0
Don Quixote Doflamingo ;Donquixote Doflamingo,233.0,donquixotepirates;impeldown;underworld;worldgovernment;sevenwarlordsofthesea;dressrosa,piratecaptain;prisonerofthegreatprison;underworldbroker;kingofdressrosa;worldnoble,redline,Alive,305.0,,X,String-String Fruit,Paramecia,marygeoise;downs;spidermiles;dressrosa,340000000.0,0.0,donquixotedoflamingo;donquixotedoflamingo,0.0,0.0,0.0
Don Quixote Homing,760.0,worldgovernment,worldnoble,,Deceased,,,,,,marygeoise,,0.0,donquixotehoming,0.0,0.0,0.0
"Don Quixote Myosgard , Funimation)Don Quixote Mjosgard Donquixote Myosgard",625.0,worldgovernment,worldnoble,,Deceased,211.0,,X,,,marygeoise,,0.0,"donquixotemyosgard,funimation)donquixotemjosgarddonquixotemyosgard",0.0,0.0,0.0
Don Quixote Rocinante ; Donquixote Rosinante ; Don Quixote Rosinante,761.0,marines;donquixotepirates;worldgovernment,marinecommander;pirateeliteofficer;worldnoble,redline,Deceased,293.0,,S,Calm-Calm Fruit,Paramecia,marygeoisespidermiles,,0.0,donquixoterocinante;donquixoterosinante;donquixoterosinante,0.0,0.0,0.0
Doringo,0.0,rogerpirates,pirate,,Unknown,,,,,,,,0.0,doringo,0.0,0.0,0.0
Dorrow,,marines,viceadmiral;lieutetcommander,,Alive,,,,,,,,0.0,dorrow,0.0,0.0,0.0
Dorry,116.0,giantwarriorpirates,piratecaptain,grandline,Alive,2260.0,,F,,,elbaphlittlegarden,100000000.0,0.0,dorry,0.0,0.0,0.0
